Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2/18/20 20:44,FALSE,Running,3.01,279,0:27:05,174,182,9:00,8:09,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,00:03.9,4,0,0:27:05,0:27:05,--,--
Running,3/31/21 21:01,FALSE,Waltham Running,0.78,81,07:02.9,184,192,9:00,7:55,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,07:02.9,1,0,07:02.9,07:02.9,39,45
Running,7/20/19 0:20,FALSE,Ossining Running,2.34,217,0:21:05,172,178,9:00,7:53,10,194,1.04,0,0,0,0,0,0:00,0,0:00,No,03:10.6,3,0,0:20:59,0:27:13,161,357
Running,7/12/19 22:39,FALSE,Ossining Running,4.01,370,0:36:02,174,182,9:00,7:49,9,3,1.03,0,0,0,0,0,0:00,0,0:00,No,00:01.8,5,0,0:35:47,0:36:02,347,357
Running,5/4/19 17:45,FALSE,Running,3.78,356,0:34:00,172,190,9:00,7:40,367,345,1.04,0,0,0,0,0,0:00,0,0:00,No,06:33.7,4,0,0:33:45,0:34:00,164,535
Running,5/25/19 16:29,FALSE,Ossining Running,3.51,328,0:31:36,172,184,9:00,7:29,210,186,1.04,0,0,0,0,0,0:00,0,0:00,No,03:58.9,4,0,0:31:20,0:31:36,157,363
Running,9/26/20 19:40,FALSE,Waltham Running,0.52,52,04:40.1,168,174,9:00,4:30,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,04:40.1,1,0,0:04:40,04:40.1,39,45
Running,1/3/20 13:43,FALSE,Ossining Running,3,279,0:26:54,172,180,8:59,7:56,213,194,1.04,0,0,0,0,0,0:00,0,0:00,No,08:37.4,3,0,0:26:53,0:26:54,161,379
Running,10/10/20 16:18,FALSE,Running,0.21,19,01:54.9,172,174,8:59,7:50,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,01:54.9,1,0,01:54.9,01:54.9,--,--
Running,2/22/20 17:13,FALSE,Running,3,279,0:26:59,174,186,8:59,7:44,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,00:02.0,4,0,0:26:58,0:26:59,--,--
Running,9/21/19 22:14,FALSE,Waltham Running,5.01,464,0:45:00,174,180,8:59,7:34,13,18,1.03,0,0,0,0,0,0:00,0,0:00,No,00:04.9,6,0,0:45:00,0:45:57,38,46
Running,8/2/21 7:29,FALSE,Ossining Running,3.07,324,0:27:33,180,184,8:58,8:37,15,5,1,0,0,0,0,0,0:00,0,0:00,No,00:39.8,4,0,0:27:32,0:27:33,306,318
Running,7/3/21 6:38,FALSE,Ossining Running,3.41,315,0:30:33,180,188,8:58,8:24,6,10,0.99,0,0,0,0,0,0:00,0,0:00,No,03:32.6,4,0,0:30:32,0:30:33,307,318
Running,9/12/19 20:29,FALSE,Waltham Running,4.01,374,0:35:55,172,180,8:58,7:51,10,13,1.03,0,0,0,0,0,0:00,0,0:00,No,00:02.8,5,0,0:35:54,0:35:55,38,47
Running,7/14/21 6:15,FALSE,Waltham Running,1.04,96,09:17.0,176,182,8:57,8:41,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,00:18.9,2,0,09:16.9,09:17.0,39,46
Running,6/7/21 6:33,FALSE,Running,0.48,44,04:15.2,176,180,8:57,7:53,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,04:15.2,1,0,0:04:15,04:15.2,--,--
Running,5/4/21 19:57,FALSE,Ossining Running,0.51,49,04:34.5,174,180,8:57,7:37,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,04:34.5,1,0,0:04:34,04:34.5,307,318
Running,5/6/21 20:40,FALSE,Ossining Running,1.05,97,09:21.8,176,190,8:56,8:34,--,8,1.02,0,0,0,0,0,0:00,0,0:00,No,00:24.3,2,0,0:09:21,09:21.8,307,318
Running,5/9/19 15:53,FALSE,Running,2,186,0:17:53,172,178,8:56,7:35,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,08:55.2,2,0,0:17:42,0:17:53,--,--
Running,7/25/18 16:09,FALSE,Ossining Running,5.26,477,0:47:00,170,178,8:56,6:16,479,440,1.06,0,0,0,0,0,0:00,0,0:00,No,00:00.0,6,0,0:47:01,0:47:00,156,574
Running,9/5/18 20:08,FALSE,Running,2.24,198,0:19:59,168,206,8:56,2:59,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:19:52,0:20:15,--,--
Running,7/31/19 20:09,FALSE,Ossining Running,5,469,0:44:33,174,184,8:54,7:51,315,307,1.04,0,0,0,0,0,0:00,0,0:00,No,00:01.8,6,0,0:44:32,0:44:33,232,390
Running,11/27/18 15:55,FALSE,Running,2.77,252,0:24:38,176,196,8:54,5:50,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:24:38,0:26:08,--,--
Running,5/12/21 13:03,FALSE,Ossining Running,0.86,81,07:40.5,178,182,8:54,5:46,8,12,1.02,0,0,0,0,0,0:00,0,0:00,No,07:40.5,1,0,07:40.5,07:40.5,318,331
Running,1/4/21 15:36,FALSE,Running,4.66,480,0:41:32,174,200,8:54,4:56,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,04:46.4,5,0,0:41:32,0:42:47,--,--
Running,6/21/21 6:39,FALSE,Waltham Running,0.54,49,04:45.3,174,178,8:53,8:32,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,04:45.3,1,0,04:45.3,04:45.3,39,44
Running,9/6/20 18:17,FALSE,Running,0.5,46,04:26.5,172,176,8:53,8:05,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,04:26.5,1,0,04:26.5,04:26.5,--,--
Running,6/28/21 6:54,FALSE,Running,3.01,279,0:26:41,180,186,8:53,7:58,--,--,1,0,0,0,0,0,0:00,0,0:00,No,00:01.4,4,0,0:26:40,0:26:41,--,--
Running,1/20/21 12:43,FALSE,Ossining Running,3.47,362,0:30:50,174,182,8:53,7:02,329,305,1.04,0,0,0,0,0,0:00,0,0:00,No,04:10.1,4,0,0:30:49,0:30:50,108,344
Running,8/22/18 9:57,FALSE,Running,5.01,450,0:44:29,170,178,8:53,6:22,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:00.0,9,0,0:44:30,0:44:42,--,--
Running,7/24/19 22:42,FALSE,Ossining Running,4.5,423,0:39:55,170,178,8:52,7:38,12,6,1.06,0,0,0,0,0,0:00,0,0:00,No,04:19.2,5,0,0:39:53,0:39:55,348,357
Running,7/15/19 20:11,FALSE,Ossining Running,4.51,420,0:40:01,172,186,8:52,6:33,224,265,1.05,0,0,0,0,0,0:00,0,0:00,No,04:11.8,5,0,0:39:59,0:40:01,186,363
Running,7/11/19 21:08,FALSE,Ossining Running,4,375,0:35:31,174,182,8:52,6:07,5,3,1.04,0,0,0,0,0,0:00,0,0:00,No,00:01.3,5,0,0:35:23,0:35:31,348,358
Running,6/3/21 18:44,FALSE,Running,0.77,72,06:48.5,182,188,8:51,7:31,--,--,1,0,0,0,0,0,0:00,0,0:00,No,06:48.5,1,0,0:06:48,06:48.5,--,--
Running,2/10/21 17:45,FALSE,Running,1.71,176,0:15:10,176,184,8:51,7:06,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,06:05.7,2,0,0:15:10,0:15:10,--,--
Running,1/24/21 14:07,FALSE,Running,5.07,522,0:44:48,176,184,8:51,6:45,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,00:35.0,6,0,0:44:48,0:44:48,--,--
Running,12/23/19 8:45,FALSE,Running,1.44,133,0:12:42,174,192,8:51,6:36,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,03:56.7,2,0,0:12:33,0:12:42,--,--
Running,4/3/21 17:52,FALSE,Running,1.03,102,09:07.4,174,218,8:50,4:01,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:22.8,2,0,09:04.8,0:10:11,--,--
Running,6/9/21 6:41,FALSE,Running,0.51,48,04:30.8,178,184,8:49,7:26,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,04:30.8,1,0,0:04:30,04:30.8,--,--
Running,9/20/20 12:24,FALSE,Waltham Running,8.06,751,1:10:59,174,180,8:49,7:21,167,153,1.05,0,0,0,0,0,0:00,0,0:00,No,00:30.2,9,0,1:10:58,1:10:59,19,92
Running,7/13/19 22:14,FALSE,Ossining Running,4.16,386,0:36:37,174,188,8:49,5:27,7,4,1.05,0,0,0,0,0,0:00,0,0:00,No,00:58.3,5,0,0:36:25,0:36:37,240,246
Running,3/1/20 20:52,FALSE,Running,6.01,558,0:52:50,174,182,8:48,7:44,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:02.3,7,0,0:52:50,0:52:50,--,--
Running,10/25/20 17:13,FALSE,Waltham Running,7.39,688,1:05:01,176,188,8:48,6:50,291,295,1.03,0,0,0,0,0,0:00,0,0:00,No,03:32.9,8,0,1:04:59,1:05:01,36,228
Running,12/22/19 9:15,FALSE,Running,3.09,287,0:27:14,172,200,8:48,5:23,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,00:32.8,4,0,0:27:14,0:27:14,--,--
Running,6/7/21 7:12,FALSE,Waltham Running,0.52,48,04:34.0,182,188,8:47,8:17,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,04:34.0,1,0,0:04:34,04:34.0,39,45
Running,10/23/19 22:43,FALSE,Waltham Running,8,742,1:10:17,178,190,8:47,7:51,7,6,1.03,0,0,0,0,0,0:00,0,0:00,No,00:02.3,9,0,1:10:15,1:10:17,37,46
Running,6/30/19 17:29,FALSE,Ossining Running,6,562,0:52:46,174,184,8:47,6:41,526,529,1.06,0,0,0,0,0,0:00,0,0:00,No,00:01.8,7,0,0:52:31,0:52:46,16,357
Running,8/3/21 14:55,FALSE,Ossining Running,3.06,322,0:26:53,178,184,8:47,5:41,14,16,1.03,0,0,0,0,0,0:00,0,0:00,No,00:28.3,4,0,0:26:52,0:26:53,307,318
Running,2/6/19 15:01,FALSE,Ossining Running,3.27,294,0:28:44,172,190,8:47,5:15,214,214,1.06,0,0,0,0,0,0:00,0,0:00,No,08:18.3,4,0,0:28:27,0:29:01,213,378
Running,10/31/20 17:25,FALSE,Waltham Running,0.38,35,03:17.8,172,186,8:46,8:05,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,03:17.8,1,0,03:17.8,03:17.8,39,45
Running,12/27/20 9:28,FALSE,Ossining Running,5.01,465,0:43:51,174,186,8:46,6:20,367,370,1.05,0,0,0,0,0,0:00,0,0:00,No,00:01.5,6,0,0:43:50,0:43:51,157,383
Running,12/31/18 9:32,FALSE,Running,3,273,0:26:21,172,186,8:46,5:43,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:26:21,0:26:21,--,--
Running,9/21/18 16:00,FALSE,Running,3.47,314,0:30:23,170,210,8:46,3:39,--,--,1.08,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:30:23,0:30:23,--,--
Running,12/11/20 14:35,FALSE,Ossining Running,0.5,46,04:21.3,176,182,8:45,7:13,--,4,1.05,0,0,0,0,0,0:00,0,0:00,No,04:21.3,1,0,04:21.3,04:21.3,318,329
Running,6/19/21 8:30,FALSE,Running,3,279,0:26:16,178,186,8:45,6:58,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,00:00.7,4,0,0:26:15,0:26:16,--,--
Running,8/24/19 6:34,FALSE,Waltham Running,3.05,285,0:26:39,172,182,8:45,6:50,256,229,1.07,0,0,0,0,0,0:00,0,0:00,No,00:26.7,4,0,0:26:39,0:26:39,121,210
Running,4/3/19 16:00,FALSE,Running,3.22,299,0:28:11,170,178,8:45,6:36,--,--,1.08,0,0,0,0,0,0:00,0,0:00,No,01:51.8,4,0,0:27:49,0:28:11,--,--
Running,12/4/18 15:52,FALSE,Running,3.02,274,0:26:23,174,192,8:45,6:02,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:26:23,0:26:23,--,--
Running,6/22/21 6:40,FALSE,Running,0.51,47,04:25.2,176,182,8:44,7:50,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,04:25.2,1,0,04:25.2,04:25.2,--,--
Running,7/29/19 19:42,FALSE,Ossining Running,5,470,0:43:41,174,184,8:44,7:27,213,220,1.06,0,0,0,0,0,0:00,0,0:00,No,00:01.5,6,0,0:43:40,0:43:41,168,370
Running,8/6/18 7:17,FALSE,Ossining Running,5.3,480,0:46:16,170,176,8:44,7:24,598,462,1.09,0,0,0,0,0,0:00,0,0:00,No,00:00.0,6,0,0:46:16,0:46:16,163,574
Running,7/23/18 8:11,FALSE,Ossining Running,3.01,272,0:26:16,170,176,8:44,6:39,274,225,1.09,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:26:17,0:27:48,109,357
Running,8/28/18 10:13,FALSE,Ossining Running,0.68,60,05:57.7,174,188,8:44,6:37,92,75,1.06,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:05:58,05:57.7,402,475
Running,1/30/19 15:45,FALSE,Ossining Running,4.85,443,0:42:16,176,188,8:43,6:56,361,343,1.05,0,0,0,0,0,0:00,0,0:00,No,08:15.6,5,0,0:41:50,0:47:36,95,371
Running,1/11/19 6:36,FALSE,Ossining Running,2.27,215,0:19:44,174,180,8:43,3:59,104,132,1.06,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:19:44,0:19:44,157,282
Running,4/9/21 20:21,FALSE,Waltham Running,0.77,73,06:44.0,184,190,8:42,7:14,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,06:44.1,1,0,0:06:44,06:44.0,39,45
Running,1/3/19 6:39,FALSE,Ossining Running,2.01,184,0:17:29,172,182,8:42,5:03,136,101,1.08,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:17:29,0:17:29,162,233
Running,11/4/20 17:05,FALSE,Waltham Running,0.52,49,04:30.9,174,176,8:41,8:04,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,04:30.9,1,0,04:30.9,04:30.9,39,44
Running,12/5/20 15:28,FALSE,Running,0.46,43,04:00.7,174,178,8:41,7:35,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,04:00.7,1,0,04:00.7,04:00.7,--,--
Running,2/14/19 14:59,FALSE,Ossining Running,3.61,329,0:31:21,174,186,8:41,7:14,195,204,1.07,0,0,0,0,0,0:00,0,0:00,No,08:24.4,4,0,0:30:57,0:31:21,229,370
Running,7/8/19 17:15,FALSE,Ossining Running,4,375,0:34:47,172,184,8:41,6:33,196,194,1.07,0,0,0,0,0,0:00,0,0:00,No,00:01.8,5,0,0:34:33,0:34:47,138,255
Running,9/10/19 22:38,FALSE,Running,4.01,372,0:34:42,174,180,8:40,7:35,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:02.2,5,0,0:34:41,0:34:42,--,--
Running,7/27/19 23:22,FALSE,Running,3,278,0:26:02,174,184,8:40,7:32,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:01.2,4,0,0:26:02,0:26:02,--,--
Running,3/5/19 14:56,FALSE,Ossining - Running,3.63,344,0:31:29,174,184,8:40,6:30,156,161,1.07,0,0,0,0,0,0:00,0,0:00,No,05:41.2,4,0,0:31:12,0:31:29,230,371
Running,10/20/20 19:34,FALSE,Waltham Running,0.53,51,04:33.8,170,174,8:40,5:41,--,--,1.09,0,0,0,0,0,0:00,0,0:00,No,04:33.8,1,0,0:04:33,04:33.8,46,48
Running,7/14/21 6:33,FALSE,Waltham Running,3,278,0:25:59,180,188,8:39,7:40,30,33,1.03,0,0,0,0,0,0:00,0,0:00,No,00:01.4,4,0,0:25:58,0:25:59,36,69
Running,11/2/20 20:14,FALSE,Running,4.03,374,0:34:51,174,182,8:39,7:33,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:12.6,5,0,0:34:51,0:34:51,--,--
Running,2/29/20 19:59,FALSE,Waltham Running,3.01,282,0:26:02,174,186,8:39,7:25,235,187,1.06,0,0,0,0,0,0:00,0,0:00,No,00:04.7,4,0,0:26:01,0:26:02,122,223
Running,9/18/19 21:43,FALSE,Running,5,466,0:43:19,176,186,8:39,7:12,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,00:01.2,6,0,0:43:18,0:43:38,--,--
Running,4/4/21 17:00,FALSE,Waltham Running,6.45,665,0:55:47,184,192,8:39,5:49,139,139,1.01,0,0,0,0,0,0:00,0,0:00,No,03:34.2,7,0,0:55:46,0:55:47,19,92
Running,6/8/18 14:59,FALSE,Ossining Running,6.65,603,0:57:28,166,172,8:39,5:17,174,179,1.12,0,0,0,0,0,0:00,0,0:00,No,00:00.0,7,0,0:57:28,0:59:50,223,370
Running,4/6/19 14:05,FALSE,Running,2.89,269,0:24:55,172,178,8:38,7:38,--,--,1.08,0,0,0,0,0,0:00,0,0:00,No,07:29.7,3,0,0:24:49,0:25:42,--,--
Running,4/23/19 16:11,FALSE,Running,0.81,73,06:58.6,174,186,8:38,7:13,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:06:39,06:58.6,307,318
Running,12/31/20 11:46,FALSE,Ossining Running,0.52,48,04:28.2,174,176,8:38,7:05,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,04:28.2,1,0,0:04:28,04:28.2,308,318
Running,11/7/20 18:07,FALSE,Running,0.51,47,04:22.1,176,182,8:38,6:56,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,04:22.1,1,0,0:04:22,04:22.1,--,--
Running,7/6/18 18:33,FALSE,Mt Pleasant Running,3,277,0:25:56,168,244,8:38,5:54,205,236,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:25:56,0:26:55,29,159
Running,8/30/18 9:58,FALSE,Running,3.08,280,0:26:37,170,192,8:38,4:17,--,--,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:26:37,0:26:37,--,--
Running,2/27/20 21:20,FALSE,Running,3,279,0:25:54,176,190,8:37,7:27,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,00:01.2,4,0,0:25:54,0:25:54,--,--
Running,5/25/21 18:36,FALSE,Running,0.74,69,06:23.4,176,186,8:37,7:04,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,06:23.4,1,0,0:06:23,06:23.4,--,--
Running,7/10/19 20:08,FALSE,Ossining Running,4.01,375,0:34:26,176,184,8:36,7:35,412,270,1.06,0,0,0,0,0,0:00,0,0:00,No,00:01.6,5,0,0:34:07,0:34:26,108,356
Running,5/16/19 15:56,FALSE,Running,0.45,42,03:53.7,172,176,8:36,7:30,--,--,1.09,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:03:50,03:53.7,--,--
Running,6/19/18 8:37,FALSE,Ossining Running,5.93,542,0:51:00,166,174,8:36,5:41,494,489,1.12,0,0,0,0,0,0:00,0,0:00,No,00:00.0,6,0,0:51:00,0:51:00,-4,344
Running,7/16/19 21:11,FALSE,Ossining Running,4.51,421,0:38:43,174,194,8:36,5:31,171,181,1.07,0,0,0,0,0,0:00,0,0:00,No,03:34.9,5,0,0:38:42,0:38:43,231,371
Running,6/8/21 6:51,FALSE,Waltham Running,0.53,48,04:32.7,176,180,8:36,4:01,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,04:32.7,1,0,04:32.7,04:32.7,39,48
Running,7/26/21 6:53,FALSE,Waltham Running,3.13,328,0:26:53,180,188,8:35,8:00,3,3,1.04,0,0,0,0,0,0:00,0,0:00,No,01:03.1,4,0,0:26:52,0:26:53,39,45
Running,6/6/21 20:35,FALSE,Waltham Running,1.54,144,0:13:13,180,188,8:35,7:25,5,--,1.04,0,0,0,0,0,0:00,0,0:00,No,05:06.0,2,0,0:13:12,0:14:16,39,47
Running,7/29/18 6:09,FALSE,Ossining Running,8.4,762,1:12:03,170,178,8:35,7:23,643,620,1.11,0,0,0,0,0,0:00,0,0:00,No,00:00.0,9,0,1:12:03,1:12:03,163,553
Running,10/11/20 15:24,FALSE,Waltham Running,6.57,611,0:56:20,176,184,8:35,6:19,115,123,1.06,0,0,0,0,0,0:00,0,0:00,No,04:58.0,7,0,0:56:19,0:56:20,19,91
Running,8/31/19 10:41,FALSE,Running,4.02,373,0:34:22,180,186,8:34,7:49,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:07.0,5,0,0:34:22,0:35:51,--,--
Running,6/9/21 6:52,FALSE,Waltham Running,3.2,299,0:27:22,182,192,8:34,7:12,4,1,1.03,0,0,0,0,0,0:00,0,0:00,No,01:28.3,4,0,0:27:22,0:27:22,39,46
Running,2/21/19 15:02,FALSE,Ossining Running,3.53,331,0:30:14,172,180,8:34,6:40,148,147,1.09,0,0,0,0,0,0:00,0,0:00,No,08:23.6,4,0,0:29:54,0:30:14,229,371
Running,12/23/20 10:52,FALSE,Ossining Running,3,282,0:25:44,174,184,8:34,6:39,209,205,1.08,0,0,0,0,0,0:00,0,0:00,No,00:01.2,4,0,0:25:43,0:25:44,163,370
Running,7/6/19 21:46,FALSE,Ossining Running,10.64,339,1:30:58,176,184,8:33,7:24,7,4,1.09,0,0,0,0,0,0:00,0,0:00,No,05:25.7,4,0,0:30:26,0:30:46,240,246
Running,6/2/19 18:34,FALSE,Ossining Running,6.01,565,0:51:21,174,184,8:33,6:37,367,367,1.08,0,0,0,0,0,0:00,0,0:00,No,00:01.6,7,0,0:50:48,0:51:21,-5,364
Running,6/30/18 8:40,FALSE,Ossining Running,3.01,276,0:25:40,168,174,8:33,5:53,298,300,1.13,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:25:40,0:27:31,108,357
Running,8/10/18 13:17,FALSE,Ithaca Running,1.32,122,0:11:16,172,192,8:33,4:23,165,93,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:11:16,0:15:11,886,"1,000"
Running,2/11/19 15:00,FALSE,Running,5.27,478,0:44:59,174,200,8:32,5:18,--,--,1.09,0,0,0,0,0,0:00,0,0:00,No,08:11.1,6,0,0:44:32,0:45:23,--,--
Running,4/11/19 15:03,FALSE,Ossining Running,1.86,177,0:15:53,172,182,8:32,5:08,--,82,1.09,0,0,0,0,0,0:00,0,0:00,No,07:18.2,2,0,0:15:30,0:16:33,144,251
Running,1/2/19 6:37,FALSE,Ossining Running,2.01,187,0:17:06,172,214,8:31,4:19,243,227,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:17:07,0:17:06,107,226
Running,12/29/20 17:40,FALSE,Ossining Running,0.51,48,04:18.9,172,180,8:30,7:52,--,--,1.1,0,0,0,0,0,0:00,0,0:00,No,04:18.9,1,0,04:18.9,04:18.9,240,245
Running,6/11/21 6:27,FALSE,Running,0.52,48,04:24.4,180,184,8:30,7:24,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,04:24.4,1,0,04:24.4,04:24.4,--,--
Running,2/9/19 17:52,FALSE,Ossining Running,5.19,472,0:44:05,174,194,8:30,6:40,5,--,1.08,0,0,0,0,0,0:00,0,0:00,No,08:12.3,6,0,0:43:46,0:44:05,346,357
Running,7/30/19 20:05,FALSE,Running,5.01,465,0:42:26,176,184,8:29,7:12,--,--,1.08,0,0,0,0,0,0:00,0,0:00,No,00:01.2,6,0,0:42:25,0:42:26,--,--
Running,3/15/19 15:56,FALSE,Ossining Running,3.54,334,0:30:03,172,184,8:29,7:03,421,396,1.1,0,0,0,0,0,0:00,0,0:00,No,05:11.1,4,0,0:29:53,0:30:03,107,353
Running,2/5/19 15:00,FALSE,Ossining Running,3.48,319,0:29:32,172,184,8:29,6:03,171,171,1.11,0,0,0,0,0,0:00,0,0:00,No,08:09.1,4,0,0:29:11,0:29:32,231,371
Running,9/4/19 21:40,FALSE,Running,4.01,373,0:33:54,176,184,8:28,7:17,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:01.5,5,0,0:33:54,0:33:54,--,--
Running,11/14/20 18:23,FALSE,Waltham Running,0.52,49,04:24.3,174,178,8:28,7:15,--,--,1.09,0,0,0,0,0,0:00,0,0:00,No,04:24.3,1,0,0:04:24,04:24.3,39,45
Running,10/20/19 19:27,FALSE,Waltham Running,7.01,655,0:59:22,176,200,8:28,5:34,42,45,1.08,0,0,0,0,0,0:00,0,0:00,No,00:02.0,8,0,0:59:20,0:59:22,36,56
Running,2/20/20 18:29,FALSE,Running,3,279,0:25:23,178,190,8:27,7:39,--,--,1.07,0,0,0,0,0,0:00,0,0:00,No,00:01.4,4,0,0:25:22,0:25:23,--,--
Running,3/31/21 20:10,FALSE,Waltham Running,1.04,105,08:45.9,184,192,8:27,7:39,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,00:18.5,2,0,08:45.4,08:45.9,39,45
Running,3/26/21 20:20,FALSE,Waltham Running,3.11,322,0:26:18,184,190,8:27,7:23,6,5,1.03,0,0,0,0,0,0:00,0,0:00,No,00:57.9,4,0,0:26:17,0:26:18,38,45
Running,10/28/19 21:48,FALSE,Running,7.1,660,1:00:02,180,190,8:27,7:16,--,--,1.06,0,0,0,0,0,0:00,0,0:00,No,00:55.3,8,0,1:00:01,1:00:04,--,--
Running,4/3/19 7:26,FALSE,Running,1,93,08:27.7,174,180,8:26,7:15,--,--,1.1,0,0,0,0,0,0:00,0,0:00,No,00:01.5,2,0,0:08:19,08:27.7,--,--
Running,1/7/19 6:39,FALSE,Ossining Running,2.27,207,0:19:09,174,184,8:26,6:50,215,193,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:19:09,0:19:09,163,380
Running,8/25/19 6:34,FALSE,Waltham Running,2.77,261,0:23:25,174,194,8:26,6:42,119,152,1.1,0,0,0,0,0,0:00,0,0:00,No,06:17.6,3,0,0:23:24,0:23:25,39,208
Running,1/14/19 6:43,FALSE,Ossining Running,2.51,229,0:21:11,172,178,8:26,6:40,108,81,1.1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:21:03,0:21:11,162,259
Running,2/16/19 10:11,FALSE,Ossining Running,7.81,713,1:05:41,174,202,8:25,6:39,423,607,1.09,0,0,0,0,0,0:00,0,0:00,No,07:59.6,8,0,1:05:13,1:05:41,-4,351
Running,1/2/20 9:52,FALSE,Ossining Running,1.01,94,08:27.5,174,178,8:25,5:20,41,25,1.1,0,0,0,0,0,0:00,0,0:00,No,00:02.2,2,0,08:27.3,08:27.5,164,215
Running,4/19/19 8:03,FALSE,Running,2,186,0:16:52,174,186,8:25,5:10,--,--,1.1,0,0,0,0,0,0:00,0,0:00,No,00:01.5,3,0,0:16:39,0:16:52,--,--
Running,7/27/21 7:03,FALSE,Waltham Running,3.13,331,0:26:17,184,188,8:24,7:41,1,--,1.04,0,0,0,0,0,0:00,0,0:00,No,01:00.8,4,0,0:26:16,0:26:17,39,45
Running,7/19/21 6:50,FALSE,Waltham Running,3.12,290,0:26:10,184,190,8:24,7:37,2,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:54.2,4,0,0:26:09,0:26:10,39,45
Running,4/20/19 17:52,FALSE,Ossining Running,4.35,409,0:36:32,174,186,8:24,6:40,386,298,1.11,0,0,0,0,0,0:00,0,0:00,No,02:50.6,5,0,0:36:11,0:36:32,96,259
Running,10/22/18 16:08,FALSE,Ossining Running,3.4,297,0:28:35,170,194,8:24,5:25,151,149,1.13,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:28:35,0:28:35,374,414
