Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,10/25/18 15:56,FALSE,Running,2.55,231,0:25:06,170,182,9:50,6:36,--,--,0.96,0,0,0,0,0,0:00,0,0:00,No,00:00.0,3,0,0:25:07,0:25:06,--,--
Running,9/23/19 21:24,FALSE,Waltham Running,3.99,371,0:39:14,170,192,9:50,5:48,3,3,0.96,0,0,0,0,0,0:00,0,0:00,No,07:17.4,4,0,0:39:13,0:41:42,38,46
Running,7/7/21 6:34,FALSE,Running,5,470,0:49:06,176,176,9:49,9:49,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,00:01.9,6,0,0:49:05,0:50:23,--,--
Running,7/28/21 6:53,FALSE,Waltham Running,1.04,110,0:10:13,172,174,9:49,9:32,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,00:24.1,2,0,0:10:13,0:10:13,39,45
Running,8/5/19 20:13,FALSE,Ossining Running,7,662,1:08:45,172,180,9:49,2:18,474,470,0.95,0,0,0,0,0,0:00,0,0:00,No,00:01.7,8,0,1:08:43,1:08:45,-4,358
Running,7/8/21 6:32,FALSE,Running,1,94,09:50.4,176,176,9:48,9:49,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,00:01.7,2,0,09:49.7,09:50.4,--,--
Running,7/10/21 6:51,FALSE,Running,0.84,78,08:13.2,176,176,9:48,9:49,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,08:13.2,1,0,0:08:13,08:13.2,--,--
Running,7/19/21 6:32,FALSE,Waltham Running,1.03,95,0:10:03,174,178,9:48,9:18,--,--,0.94,0,0,0,0,0,0:00,0,0:00,No,00:15.2,2,0,0:10:03,0:10:53,39,45
Running,9/15/20 18:47,FALSE,Running,0.45,42,04:23.8,170,174,9:48,9:00,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,04:23.8,1,0,04:23.8,04:23.8,--,--
Running,7/10/21 6:31,FALSE,Running,1,94,09:49.5,176,176,9:47,9:49,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,00:01.5,2,0,09:47.5,0:10:05,--,--
Running,7/10/21 7:02,FALSE,Running,0.88,83,08:39.3,176,176,9:47,9:49,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,08:39.3,1,0,08:39.3,08:39.3,--,--
Running,9/17/20 18:54,FALSE,Running,0.45,42,04:24.3,168,172,9:46,9:06,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,04:24.3,1,0,0:04:24,04:24.3,--,--
Running,6/10/21 7:28,FALSE,Waltham Running,0.52,47,05:06.1,174,198,9:46,8:33,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,05:06.1,1,0,0:05:06,05:06.1,39,45
Running,1/7/19 16:26,FALSE,Ossining Running,1.07,98,0:10:26,172,184,9:46,6:21,--,--,0.96,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:10:26,0:10:26,240,246
Running,5/12/21 14:10,FALSE,Ossining Running,0.86,81,08:24.9,174,192,9:46,5:43,--,3,0.95,0,0,0,0,0,0:00,0,0:00,No,08:24.9,1,0,08:24.9,08:24.9,318,331
Running,3/20/21 14:12,FALSE,Waltham Running,8.08,847,1:18:48,174,182,9:45,2:58,73,114,0.95,0,0,0,0,0,0:00,0,0:00,No,00:51.5,9,0,1:18:43,1:26:37,3,118
Running,7/18/21 6:37,FALSE,Waltham Running,1.03,96,09:59.1,174,176,9:44,9:05,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,00:15.3,2,0,09:58.8,09:59.1,39,45
Running,7/29/21 7:08,FALSE,Waltham Running,3,319,0:29:14,174,180,9:44,9:02,13,6,0.95,0,0,0,0,0,0:00,0,0:00,No,00:01.6,4,0,0:29:14,0:29:14,38,47
Running,10/17/18 15:55,FALSE,Ossining Running,4.11,372,0:40:01,170,180,9:44,7:30,215,215,0.97,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:40:01,0:40:02,305,476
Running,5/19/21 19:58,FALSE,Waltham Running,0.81,73,07:51.0,174,192,9:43,7:47,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,07:51.0,1,0,0:07:51,0:10:09,39,46
Running,9/6/20 18:50,FALSE,Waltham Running,0.52,48,05:03.4,170,184,9:41,9:13,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,05:03.4,1,0,0:05:03,05:03.4,39,45
Running,9/8/20 15:13,FALSE,Running,0.6,56,05:50.4,170,174,9:41,8:48,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,05:50.4,1,0,05:50.4,05:50.4,--,--
Running,12/3/20 16:00,FALSE,Ossining Running,0.44,41,04:18.1,172,192,9:41,8:16,27,31,0.97,0,0,0,0,0,0:00,0,0:00,No,04:18.1,1,0,0:04:18,04:18.1,157,193
Running,3/26/21 20:06,FALSE,Running,0.78,81,07:30.8,174,178,9:41,7:59,--,--,0.96,0,0,0,0,0,0:00,0,0:00,No,07:30.8,1,0,07:30.8,07:30.8,--,--
Running,10/1/18 16:49,FALSE,Running,1.51,138,0:14:36,168,176,9:41,7:22,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:14:36,0:14:36,--,--
Running,8/8/21 7:18,FALSE,Ossining Running,6.01,638,0:58:04,174,180,9:40,8:49,90,88,0.95,0,0,0,0,0,0:00,0,0:00,No,00:02.0,7,0,0:58:04,0:58:04,305,357
Running,10/1/20 19:42,FALSE,Waltham Running,0.52,49,05:02.1,172,182,9:39,9:13,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,05:02.1,1,0,05:02.1,05:02.1,39,45
Running,11/11/20 19:14,FALSE,Running,0.39,36,03:48.2,172,174,9:39,8:46,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,03:48.2,1,0,0:03:47,03:54.0,--,--
Running,7/21/21 6:49,FALSE,Running,1.51,160,0:14:34,174,180,9:38,8:49,--,--,0.96,0,0,0,0,0,0:00,0,0:00,No,04:44.4,2,0,0:14:34,0:15:36,--,--
Running,5/9/21 10:36,FALSE,Mt Pleasant Running,8.06,756,1:17:37,180,180,9:38,8:05,495,494,0.93,0,0,0,0,0,0:00,0,0:00,No,00:25.3,9,0,1:17:36,1:17:37,28,219
Running,11/24/20 19:16,FALSE,Running,0.48,44,04:34.7,172,188,9:38,8:03,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,04:34.7,1,0,0:04:34,04:34.7,--,--
Running,12/24/20 10:04,FALSE,Ossining Running,0.57,54,05:28.1,174,184,9:37,8:39,--,11,0.96,0,0,0,0,0,0:00,0,0:00,No,05:28.1,1,0,0:05:28,05:28.1,319,331
Running,8/18/18 8:12,FALSE,Ossining Running,3.13,286,0:30:03,170,176,9:37,8:11,47,--,0.98,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:30:03,0:30:03,304,357
Running,6/27/21 6:58,FALSE,Running,6.01,562,0:57:50,178,184,9:37,8:04,--,--,0.94,0,0,0,0,0,0:00,0,0:00,No,00:05.0,7,0,0:57:49,0:57:50,--,--
Running,2/24/21 16:52,FALSE,Running,0.39,40,03:44.5,174,178,9:36,8:24,--,--,0.96,0,0,0,0,0,0:00,0,0:00,No,03:44.5,1,0,0:03:44,03:44.5,--,--
Running,6/9/21 7:27,FALSE,Waltham Running,0.52,47,04:57.7,178,186,9:36,5:38,--,--,0.94,0,0,0,0,0,0:00,0,0:00,No,04:57.7,1,0,0:04:57,04:57.7,39,44
Running,6/21/21 7:21,FALSE,Waltham Running,0.52,47,05:00.0,176,190,9:35,8:54,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,05:00.0,1,0,0:05:00,05:00.0,39,45
Running,11/16/20 17:34,FALSE,Waltham Running,0.51,47,04:53.5,172,176,9:35,8:38,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,04:53.4,1,0,0:04:53,04:53.5,39,44
Running,6/29/21 16:27,FALSE,Running,1,93,09:36.9,176,186,9:35,7:33,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,00:01.4,2,0,09:36.4,09:36.9,--,--
Running,11/8/20 15:30,FALSE,Waltham Running,4.63,441,0:44:18,174,184,9:34,1:50,163,303,0.96,0,0,0,0,0,0:00,0,0:00,No,05:53.3,5,0,0:44:17,0:44:18,36,255
Running,7/6/21 6:38,FALSE,Running,3.5,328,0:33:27,178,188,9:33,8:09,--,--,0.95,0,0,0,0,0,0:00,0,0:00,No,04:27.4,4,0,0:33:26,0:33:27,--,--
Running,5/17/21 19:41,FALSE,Running,0.74,69,07:02.8,174,176,9:32,8:44,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,07:02.8,1,0,07:02.8,07:02.8,--,--
Running,11/9/20 18:39,FALSE,Running,0.44,41,04:10.8,170,176,9:32,7:34,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,04:10.8,1,0,04:10.8,04:10.8,--,--
Running,7/21/21 7:13,FALSE,Waltham Running,3,317,0:28:35,176,182,9:31,8:52,6,5,0.96,0,0,0,0,0,0:00,0,0:00,No,00:01.3,4,0,0:28:34,0:28:35,38,46
Running,5/22/21 7:55,FALSE,Waltham Running,0.15,13,01:23.1,172,190,9:31,8:39,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,01:23.1,1,0,0:01:23,01:23.1,39,45
Running,11/26/20 18:05,FALSE,Running,0.48,45,04:34.1,172,180,9:31,8:34,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,04:34.1,1,0,0:04:34,04:34.1,--,--
Running,9/27/20 15:24,FALSE,Waltham Running,8.11,758,1:17:14,172,178,9:31,8:20,186,186,0.98,0,0,0,0,0,0:00,0,0:00,No,01:05.0,9,0,1:17:12,1:17:14,19,91
Running,1/29/21 16:24,FALSE,Running,0.23,24,02:13.0,174,178,9:30,8:23,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,02:12.1,1,0,02:13.0,02:13.0,--,--
Running,6/29/21 17:06,FALSE,Running,1.01,94,09:36.2,182,188,9:30,7:37,--,--,0.93,0,0,0,0,0,0:00,0,0:00,No,00:04.5,2,0,09:35.5,09:36.2,--,--
Running,9/22/20 19:07,FALSE,Running,0.49,45,04:39.1,170,174,9:29,8:23,--,--,1,0,0,0,0,0,0:00,0,0:00,No,04:39.1,1,0,0:04:39,04:39.1,--,--
Running,3/2/21 17:06,FALSE,Running,2.66,277,0:25:15,172,192,9:29,5:12,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,05:12.7,3,0,0:25:15,0:25:15,--,--
Running,7/28/18 8:46,FALSE,Ossining Running,0.28,26,02:40.3,166,172,9:28,7:59,33,33,1.02,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:02:34,02:40.3,157,201
Running,8/27/18 18:14,FALSE,Ossining Running,3.05,274,0:28:53,172,180,9:28,7:59,18,38,1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:28:54,0:35:02,307,358
Running,7/20/21 17:22,FALSE,Running,1.51,140,0:14:17,174,178,9:27,8:42,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,04:46.6,2,0,0:14:17,0:14:17,--,--
Running,1/18/21 15:32,FALSE,Running,0.55,57,05:12.9,174,178,9:27,8:05,--,--,0.98,0,0,0,0,0,0:00,0,0:00,No,05:12.9,1,0,05:12.9,05:12.9,--,--
Running,5/4/21 20:05,FALSE,Ossining Running,0.26,24,02:25.4,172,176,9:26,8:21,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,02:25.4,1,0,0:02:25,02:25.4,307,318
Running,2/17/20 19:35,FALSE,Running,3,279,0:28:20,170,178,9:26,8:14,--,--,1,0,0,0,0,0,0:00,0,0:00,No,00:00.8,4,0,0:28:20,0:28:20,--,--
Running,10/4/20 14:55,FALSE,Running,8.02,749,1:15:41,174,182,9:26,7:40,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,00:49.8,9,0,1:16:22,1:16:36,--,--
Running,10/1/19 22:51,FALSE,Waltham Running,7,654,1:06:02,174,178,9:26,6:39,9,9,0.98,0,0,0,0,0,0:00,0,0:00,No,00:01.4,8,0,1:06:00,1:06:02,38,47
Running,9/6/18 20:53,FALSE,Running,0.62,50,05:50.4,172,224,9:26,2:27,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:05:49,06:12.3,--,--
Running,9/13/20 11:42,FALSE,Waltham Running,7,653,1:06:00,172,176,9:25,2:27,134,131,0.99,0,0,0,0,0,0:00,0,0:00,No,00:02.3,8,0,1:05:58,1:06:00,19,90
Running,7/16/18 17:11,FALSE,Ossining Running,1.06,103,09:59.3,170,174,9:23,4:15,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:09:59,09:59.3,318,329
Running,11/28/20 17:43,FALSE,Running,0.5,46,04:40.2,172,174,9:22,8:17,--,--,1,0,0,0,0,0,0:00,0,0:00,No,04:40.2,1,0,0:04:40,04:40.2,--,--
Running,11/16/20 18:05,FALSE,Running,0.47,44,04:26.6,172,176,9:22,7:53,--,--,1,0,0,0,0,0,0:00,0,0:00,No,04:26.6,1,0,04:26.6,04:26.6,--,--
Running,9/4/18 19:38,FALSE,Running,2.6,237,0:24:18,170,182,9:22,7:08,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:24:18,0:33:01,--,--
Running,12/11/18 15:55,FALSE,Ossining Running,3.25,298,0:30:26,172,186,9:22,6:31,96,83,1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:29:46,0:30:26,139,259
Running,4/1/19 15:54,FALSE,Running,0.1,9,00:58.5,188,192,9:22,4:35,--,--,0.91,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:00:56,00:58.5,--,--
Running,7/25/21 6:54,FALSE,Waltham Running,6,634,0:56:07,176,182,9:21,8:25,105,105,0.98,0,0,0,0,0,0:00,0,0:00,No,00:01.1,7,0,0:56:05,0:56:07,34,91
Running,5/16/21 18:48,FALSE,Running,4,372,0:37:21,174,180,9:20,8:08,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,00:01.3,5,0,0:37:20,0:40:02,--,--
Running,1/9/19 5:37,FALSE,Running,1.91,174,0:17:50,178,192,9:20,6:13,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:17:50,0:17:50,--,--
Running,9/14/18 7:26,FALSE,Ossining Running,0.81,75,07:33.8,172,184,9:20,5:41,14,26,1,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:07:18,08:41.5,176,209
Running,5/19/21 19:08,FALSE,Waltham Running,0.49,50,04:36.3,174,184,9:19,6:25,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,04:36.3,1,0,0:04:36,04:36.3,39,48
Running,1/28/20 19:08,FALSE,Waltham Running,3.01,283,0:27:58,174,184,9:18,7:38,31,28,1,0,0,0,0,0,0:00,0,0:00,No,00:03.6,4,0,0:27:57,0:30:12,36,71
Running,12/26/18 15:33,FALSE,Ossining Running,4.27,389,0:39:39,172,180,9:18,6:57,257,233,1.01,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:39:39,0:39:39,156,364
Running,8/3/21 14:33,FALSE,Ossining Running,1.57,176,0:14:37,172,176,9:18,3:41,--,6,1.01,0,0,0,0,0,0:00,0,0:00,No,05:20.0,2,0,0:14:37,0:14:37,307,318
Running,6/25/21 18:43,FALSE,Waltham Running,1.03,94,09:35.6,178,184,9:17,8:38,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,00:17.0,2,0,09:35.6,09:35.6,39,45
Running,6/6/21 20:28,FALSE,Running,0.38,35,03:32.3,172,182,9:17,8:05,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,03:32.3,1,0,0:03:32,03:32.3,--,--
Running,12/20/20 9:32,FALSE,Running,2.13,198,0:19:47,174,184,9:17,7:12,--,--,1,0,0,0,0,0,0:00,0,0:00,No,01:18.1,3,0,0:19:46,0:20:25,--,--
Running,10/12/18 15:59,FALSE,Ossining Running,4.68,427,0:43:29,170,182,9:17,6:44,271,281,1.02,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:43:29,0:46:57,2,246
Running,8/28/18 10:33,FALSE,Ossining Running,0.71,62,06:35.9,172,190,9:17,6:23,58,30,1.01,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:06:36,06:35.9,403,475
Running,5/14/19 15:52,FALSE,Running,0.02,2,00:13.9,122,122,9:17,4:43,--,--,1.42,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:00:11,00:13.9,--,--
Running,6/28/21 6:38,FALSE,Running,1.04,96,09:38.1,176,180,9:16,8:14,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,00:19.8,2,0,09:37.8,09:38.1,--,--
Running,8/15/20 12:58,FALSE,Ossining Running,2.17,201,0:20:05,170,190,9:16,7:36,30,37,1.02,0,0,0,0,0,0:00,0,0:00,No,01:29.6,3,0,0:20:05,0:20:05,311,364
Running,12/31/20 12:15,FALSE,Ossining Running,0.52,47,04:48.7,172,194,9:15,8:43,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,04:48.7,1,0,04:48.7,04:48.7,308,318
Running,10/6/20 18:52,FALSE,Waltham Running,0.53,49,04:51.5,168,172,9:15,8:30,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,04:51.5,1,0,0:04:51,04:51.5,39,45
Running,9/13/19 22:02,FALSE,Waltham Running,4.01,371,0:36:58,172,178,9:14,8:31,3,3,1.01,0,0,0,0,0,0:00,0,0:00,No,00:02.7,5,0,0:36:57,0:36:58,38,46
Running,7/30/21 18:30,FALSE,Waltham Running,3.01,318,0:27:44,174,178,9:14,8:16,61,61,1.01,0,0,0,0,0,0:00,0,0:00,No,00:01.6,4,0,0:27:43,0:27:44,36,101
Running,3/14/21 18:13,FALSE,Running,0.43,45,03:56.8,180,186,9:14,6:49,--,--,0.97,0,0,0,0,0,0:00,0,0:00,No,03:56.8,1,0,03:56.8,03:56.8,--,--
Running,12/26/19 10:27,FALSE,Ossining Running,3,282,0:27:43,172,180,9:14,6:48,183,182,1.02,0,0,0,0,0,0:00,0,0:00,No,00:04.2,4,0,0:27:35,0:27:43,162,308
Running,4/2/19 15:50,FALSE,Ossining Running,3.55,337,0:32:47,172,182,9:14,3:00,422,389,1.02,0,0,0,0,0,0:00,0,0:00,No,05:28.1,4,0,0:32:38,0:32:47,108,354
Running,12/8/20 12:59,FALSE,Running,0.5,46,04:35.2,174,178,9:12,8:05,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,04:35.2,1,0,0:04:35,05:48.8,--,--
Running,10/8/20 19:08,FALSE,Running,0.5,46,04:34.8,174,178,9:12,7:40,--,--,1,0,0,0,0,0,0:00,0,0:00,No,04:34.8,1,0,04:34.8,04:34.8,--,--
Running,2/4/21 18:03,FALSE,Running,6.53,673,1:00:07,174,186,9:12,6:51,--,--,1,0,0,0,0,0,0:00,0,0:00,No,04:57.4,7,0,1:00:06,1:00:41,--,--
Running,4/3/21 17:41,FALSE,Running,0.51,52,04:41.4,176,188,9:12,6:50,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,04:41.4,1,0,0:04:41,04:41.4,--,--
Running,8/4/21 6:58,FALSE,Ossining Running,3.1,328,0:28:32,176,186,9:12,5:49,15,16,1,0,0,0,0,0,0:00,0,0:00,No,00:49.7,4,0,0:28:31,0:28:32,307,318
Running,3/12/21 19:35,FALSE,Running,6.3,649,0:57:59,176,186,9:12,5:35,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,02:44.1,7,0,0:57:58,0:57:59,--,--
Running,9/5/20 17:34,FALSE,Running,5.91,549,0:54:14,170,176,9:11,8:08,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,08:32.2,6,0,0:54:13,0:54:14,--,--
Running,5/8/19 15:52,FALSE,Running,2,185,0:18:21,172,176,9:11,7:42,63,38,1.02,0,0,0,0,0,0:00,0,0:00,No,09:07.0,2,0,0:18:13,0:18:21,319,364
Running,5/15/19 15:47,FALSE,Running,2.13,197,0:19:32,172,178,9:11,7:01,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,01:11.4,3,0,0:19:31,0:19:32,--,--
Running,9/6/18 20:39,FALSE,Running,1.11,94,0:10:11,166,226,9:11,2:32,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:10:11,0:10:11,--,--
Running,7/19/19 0:06,FALSE,Ossining Running,2,187,0:18:24,172,178,9:10,8:16,--,4,1.02,0,0,0,0,0,0:00,0,0:00,No,00:02.0,3,0,0:18:23,0:18:24,345,357
Running,10/3/20 17:26,FALSE,Running,0.46,43,04:13.4,174,176,9:09,8:15,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,04:13.4,1,0,0:04:13,04:13.4,--,--
Running,4/14/21 17:28,FALSE,Running,0.74,68,06:44.0,178,182,9:09,8:06,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,06:44.0,1,0,06:44.0,06:44.0,--,--
Running,2/23/20 18:11,FALSE,Running,6.01,559,0:55:02,174,186,9:09,7:58,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,00:06.7,7,0,0:55:02,0:55:02,--,--
Running,11/15/20 19:24,FALSE,Running,4.59,427,0:42:04,174,180,9:09,7:09,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,05:34.0,5,0,0:42:03,0:42:18,--,--
Running,7/26/18 15:12,FALSE,Ossining Running,1.25,115,0:11:29,168,190,9:09,0:47,196,192,1.05,0,0,0,0,0,0:00,0,0:00,No,00:00.0,2,0,0:11:28,0:11:29,196,257
Running,7/23/21 6:57,FALSE,Waltham Running,3,316,0:27:26,178,182,9:08,8:03,28,22,0.99,0,0,0,0,0,0:00,0,0:00,No,00:01.4,4,0,0:27:25,0:27:26,36,71
Running,4/13/19 15:33,FALSE,Ossining Running,6,562,0:54:50,172,184,9:08,7:28,552,469,1.02,0,0,0,0,0,0:00,0,0:00,No,00:01.8,7,0,0:54:29,1:05:12,16,249
Running,5/11/19 16:56,FALSE,Running,10.73,"1,003",1:37:57,172,180,9:08,4:02,813,797,1.02,0,0,0,0,0,0:00,0,0:00,No,06:33.7,11,0,1:37:19,1:37:57,161,435
Running,7/18/21 6:53,FALSE,Waltham Running,6.74,626,1:01:25,180,188,9:07,8:18,8,8,0.98,0,0,0,0,0,0:00,0,0:00,No,06:19.8,7,0,1:01:24,1:01:25,39,45
Running,7/14/19 23:05,FALSE,Ossining Running,8,740,1:12:55,172,178,9:07,8:01,10,12,1.03,0,0,0,0,0,0:00,0,0:00,No,00:01.1,9,0,1:12:21,1:12:55,346,357
Running,9/14/19 22:15,FALSE,Running,4.01,371,0:36:34,174,180,9:07,7:44,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,00:03.5,5,0,0:36:33,0:37:49,--,--
Running,10/19/18 16:15,FALSE,Running,4.39,399,0:40:01,172,190,9:07,6:11,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,00:00.0,5,0,0:40:01,0:40:01,--,--
Running,9/29/19 21:38,FALSE,Waltham Running,12.01,"1,117",1:49:16,176,184,9:06,8:14,17,17,1.01,0,0,0,0,0,0:00,0,0:00,No,00:03.3,13,0,1:49:13,1:49:16,39,47
Running,6/27/21 6:41,FALSE,Running,1.02,94,09:15.9,178,186,9:06,7:55,--,--,0.99,0,0,0,0,0,0:00,0,0:00,No,00:07.9,2,0,09:14.9,09:15.9,--,--
Running,8/6/19 20:21,FALSE,Ossining Running,5,470,0:45:30,172,178,9:06,7:46,349,377,1.03,0,0,0,0,0,0:00,0,0:00,No,00:01.6,6,0,0:45:29,0:45:30,-5,357
Running,7/26/21 6:29,FALSE,Waltham Running,1.57,165,0:14:15,176,178,9:05,8:39,3,--,1.01,0,0,0,0,0,0:00,0,0:00,No,05:07.7,2,0,0:14:15,0:14:15,39,45
Running,7/15/21 16:26,FALSE,Running,3,279,0:27:17,176,182,9:05,8:25,--,--,1,0,0,0,0,0,0:00,0,0:00,No,00:01.7,4,0,0:27:17,0:27:17,--,--
Running,9/22/19 22:29,FALSE,Waltham Running,10.01,929,1:30:57,174,180,9:05,8:01,5,7,1.02,0,0,0,0,0,0:00,0,0:00,No,00:02.2,11,0,1:30:55,1:30:57,38,47
Running,1/14/20 19:40,FALSE,Running,0.5,47,04:33.7,174,182,9:05,7:58,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,04:33.7,04:33.7,--,--
Running,2/25/20 21:03,FALSE,Running,3,279,0:27:15,176,184,9:05,7:40,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,00:00.9,4,0,0:27:15,0:27:15,--,--
Running,10/6/18 8:37,FALSE,Running,3.89,356,0:35:22,170,178,9:05,7:07,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,00:00.0,4,0,0:35:22,0:35:22,--,--
Running,7/20/21 17:40,FALSE,Running,3,279,0:27:17,178,188,9:05,6:39,--,--,1,0,0,0,0,0,0:00,0,0:00,No,00:01.6,4,0,0:27:16,0:29:48,--,--
Running,9/12/20 13:54,FALSE,Running,0.47,43,04:14.3,172,174,9:04,8:16,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,04:14.3,1,0,0:04:14,04:14.3,--,--
Running,9/11/19 21:31,FALSE,Running,4,371,0:36:17,172,178,9:04,7:51,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,00:01.4,5,0,0:36:17,0:39:13,--,--
Running,5/13/21 20:02,FALSE,Running,2.52,234,0:22:53,176,182,9:04,7:51,--,--,1.01,0,0,0,0,0,0:00,0,0:00,No,04:43.5,3,0,0:22:53,0:22:53,--,--
Running,10/18/20 16:08,FALSE,Waltham Running,6.28,594,0:57:00,174,180,9:04,1:33,230,242,1.02,0,0,0,0,0,0:00,0,0:00,No,02:40.3,7,0,0:56:58,0:57:00,36,227
Running,7/17/19 21:03,FALSE,Ossining Running,4.5,413,0:40:46,174,188,9:03,5:32,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,04:22.5,5,0,0:40:45,0:40:46,349,358
Running,9/8/20 14:49,FALSE,Running,2.26,209,0:20:22,174,178,9:02,8:19,--,--,1.03,0,0,0,0,0,0:00,0,0:00,No,02:15.3,3,0,0:20:21,0:20:22,--,--
Running,1/23/21 16:00,FALSE,Running,0.48,49,04:20.3,174,178,9:02,8:13,--,--,1.02,0,0,0,0,0,0:00,0,0:00,No,04:20.3,1,0,04:20.3,04:20.3,--,--
Running,4/9/19 17:44,FALSE,Running,0.96,89,08:41.2,170,190,9:02,7:05,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,00:00.0,1,0,0:08:41,09:01.1,--,--
Running,12/28/19 7:14,FALSE,Ossining Running,2.5,244,0:22:35,174,184,9:01,4:23,58,110,1.03,0,0,0,0,0,0:00,0,0:00,No,04:37.2,3,0,0:22:26,0:22:35,161,259
Running,9/8/20 14:43,FALSE,Running,0.48,44,04:17.7,172,176,9:00,8:19,--,--,1.04,0,0,0,0,0,0:00,0,0:00,No,04:17.7,1,0,0:04:17,04:17.7,--,--
Running,9/29/20 18:42,FALSE,Running,0.48,44,04:20.0,170,174,9:00,8:11,--,--,1.05,0,0,0,0,0,0:00,0,0:00,No,04:19.9,1,0,04:20.0,04:20.0,--,--
